x_part1, y_part1, x_part2, y_part2, x_part3, y_part3, x_part4, y_part4, x_part5, y_part5, x_part6, y_part6, x_part7, y_part7, x_part8, y_part8, x_part9, y_part9, x_part10, y_part10, x_part11, y_part11, x_part12, y_part12, x_part13, y_part13, x_part14, y_part14, x_part15, y_part15, x_part16, y_part16, x_part17, y_part17, x_part18, y_part18, x_part19, y_part19, x_part20, y_part20, x_part21, y_part21, x_part22, y_part22, x_part23, y_part23, x_part24, y_part24, x_part25, y_part25, x_part26, y_part26, x_part27, y_part27, x_part28, y_part28, x_part29, y_part29, x_part30, y_part30, x_part31, y_part31, x_part32, y_part32, x_part33, y_part33, x_part34, y_part34, x_part35, y_part35, x_part36, y_part36, x_part37, y_part37, x_part38, y_part38, x_part39, y_part39, x_part40, y_part40, x_part41, y_part41, x_part42, y_part42, x_part43, y_part43, x_part44, y_part44, x_part45, y_part45, x_part46, y_part46, x_part47, y_part47, x_part48, y_part48, x_part49, y_part49, x_part50, y_part50, x_part51, y_part51, x_part52, y_part52, x_part53, y_part53, x_part54, y_part54, x_part55, y_part55, x_part56, y_part56, x_part57, y_part57, x_part58, y_part58, x_part59, y_part59, x_part60, y_part60, x_part61, y_part61, x_part62, y_part62, x_part63, y_part63, x_part64, y_part64, x_part65, y_part65, x_part66, y_part66, x_part67, y_part67, x_part68, y_part68, x_part69, y_part69, x_part70, y_part70, x_part71, y_part71, x_part72, y_part72, x_part73, y_part73, x_part74, y_part74, x_part75, y_part75, x_part76, y_part76, x_part77, y_part77, x_part78, y_part78, x_part79, y_part79, x_part80, y_part80, x_part81, y_part81, x_part82, y_part82, x_part83, y_part83, x_part84, y_part84, x_part85, y_part85, x_part86, y_part86, x_part87, y_part87, x_part88, y_part88, x_part89, y_part89, x_part90, y_part90, x_part91, y_part91, x_part92, y_part92, x_part93, y_part93, x_part94, y_part94, x_part95, y_part95, x_part96, y_part96, x_part97, y_part97, x_part98, y_part98, x_part99, y_part99, x_part100, y_part100, x_part101, y_part101, x_part102, y_part102, x_part103, y_part103, x_part104, y_part104, x_part105, y_part105, x_part106, y_part106, x_part107, y_part107, x_part108, y_part108, x_part109, y_part109, x_part110, y_part110, x_part111, y_part111, x_part112, y_part112, x_part113, y_part113, x_part114, y_part114, x_part115, y_part115, x_part116, y_part116, x_part117, y_part117, x_part118, y_part118, x_part119, y_part119, x_part120, y_part120, x_part121, y_part121, x_part122, y_part122, x_part123, y_part123, x_part124, y_part124, x_part125, y_part125, x_part126, y_part126, x_part127, y_part127, x_part128, y_part128, x_part129, y_part129, x_part130, y_part130, x_part131, y_part131, x_part132, y_part132, x_part133, y_part133, x_part134, y_part134, x_part135, y_part135, x_part136, y_part136, x_part137, y_part137, x_part138, y_part138, x_part139, y_part139, x_part140, y_part140, x_part141, y_part141, x_part142, y_part142, x_part143, y_part143, x_part144, y_part144, x_part145, y_part145, x_part146, y_part146, x_part147, y_part147, x_part148, y_part148, x_part149, y_part149, x_part150, y_part150, x_part151, y_part151, x_part152, y_part152, x_part153, y_part153, x_part154, y_part154, x_part155, y_part155, x_part156, y_part156, x_part157, y_part157, x_part158, y_part158, x_part159, y_part159, x_part160, y_part160, x_part161, y_part161, x_part162, y_part162, x_part163, y_part163, x_part164, y_part164, x_part165, y_part165, x_part166, y_part166, x_part167, y_part167, x_part168, y_part168, x_part169, y_part169, x_part170, y_part170, x_part171, y_part171, x_part172, y_part172, x_part173, y_part173, x_part174, y_part174, x_part175, y_part175, x_part176, y_part176, x_part177, y_part177, x_part178, y_part178, x_part179, y_part179, x_part180, y_part180, x_part181, y_part181, x_part182, y_part182, x_part183, y_part183, x_part184, y_part184, x_part185, y_part185, x_part186, y_part186, x_part187, y_part187, x_part188, y_part188, x_part189, y_part189, x_part190, y_part190, x_part191, y_part191, x_part192, y_part192, x_part193, y_part193, x_part194, y_part194, x_part195, y_part195, x_part196, y_part196, x_part197, y_part197, x_part198, y_part198, x_part199, y_part199, x_part200, y_part200, x_part201, y_part201, x_part202, y_part202, x_part203, y_part203, x_part204, y_part204, x_part205, y_part205, x_part206, y_part206, x_part207, y_part207, x_part208, y_part208, x_part209, y_part209, x_part210, y_part210, x_part211, y_part211, x_part212, y_part212, x_part213, y_part213, x_part214, y_part214, x_part215, y_part215, x_part216, y_part216, x_part217, y_part217, x_part218, y_part218, x_part219, y_part219, x_part220, y_part220, x_part221, y_part221, x_part222, y_part222, x_part223, y_part223, x_part224, y_part224, x_part225, y_part225, x_part226, y_part226, x_part227, y_part227, x_part228, y_part228, x_part229, y_part229, x_part230, y_part230, x_part231, y_part231, x_part232, y_part232, x_part233, y_part233, x_part234, y_part234, x_part235, y_part235, x_part236, y_part236, x_part237, y_part237, x_part238, y_part238, x_part239, y_part239, x_part240, y_part240, x_part241, y_part241, x_part242, y_part242, x_part243, y_part243, x_part244, y_part244, x_part245, y_part245, x_part246, y_part246, x_part247, y_part247, x_part248, y_part248, x_part249, y_part249, x_part250, y_part250, x_part251, y_part251, x_part252, y_part252, x_part253, y_part253, x_part254, y_part254, x_part255, y_part255, x_part256, y_part256, x_part257, y_part257, x_part258, y_part258, x_part259, y_part259, x_part260, y_part260, x_part261, y_part261, x_part262, y_part262, x_part263, y_part263, x_part264, y_part264, x_part265, y_part265, x_part266, y_part266, x_part267, y_part267, x_part268, y_part268, x_part269, y_part269, x_part270, y_part270, x_part271, y_part271, x_part272, y_part272, x_part273, y_part273, x_part274, y_part274, x_part275, y_part275, x_part276, y_part276, x_part277, y_part277, x_part278, y_part278, x_part279, y_part279, x_part280, y_part280, x_part281, y_part281, x_part282, y_part282, x_part283, y_part283, x_part284, y_part284, x_part285, y_part285, x_part286, y_part286, x_part287, y_part287, x_part288, y_part288, x_part289, y_part289, x_part290, y_part290, x_part291, y_part291, x_part292, y_part292, x_part293, y_part293, x_part294, y_part294, x_part295, y_part295, x_part296, y_part296, x_part297, y_part297, x_part298, y_part298, x_part299, y_part299, x_part300, y_part300, x_part301, y_part301, x_part302, y_part302, x_part303, y_part303, x_part304, y_part304, x_part305, y_part305, x_part306, y_part306, x_part307, y_part307, x_part308, y_part308, x_part309, y_part309, x_part310, y_part310, x_part311, y_part311, x_part312, y_part312, x_part313, y_part313, x_part314, y_part314, x_part315, y_part315, x_part316, y_part316, x_part317, y_part317, x_part318, y_part318, x_part319, y_part319, x_part320, y_part320, x_part321, y_part321, x_part322, y_part322, x_part323, y_part323, x_part324, y_part324, x_part325, y_part325, x_part326, y_part326, x_part327, y_part327, x_part328, y_part328, x_part329, y_part329, x_part330, y_part330, x_part331, y_part331, x_part332, y_part332, x_part333, y_part333, x_part334, y_part334, x_part335, y_part335, x_part336, y_part336, x_part337, y_part337, x_part338, y_part338, x_part339, y_part339, x_part340, y_part340, x_part341, y_part341, x_part342, y_part342, x_part343, y_part343, x_part344, y_part344, x_part345, y_part345, x_part346, y_part346, x_part347, y_part347, x_part348, y_part348, x_part349, y_part349, x_part350, y_part350, x_part351, y_part351, x_part352, y_part352, x_part353, y_part353, x_part354, y_part354, x_part355, y_part355, x_part356, y_part356, x_part357, y_part357, x_part358, y_part358, x_part359, y_part359, x_part360, y_part360, x_part361, y_part361, x_part362, y_part362, x_part363, y_part363, x_part364, y_part364, x_part365, y_part365, x_part366, y_part366, x_part367, y_part367, x_part368, y_part368, x_part369, y_part369, x_part370, y_part370, x_part371, y_part371, x_part372, y_part372, x_part373, y_part373, x_part374, y_part374, x_part375, y_part375, x_part376, y_part376, x_part377, y_part377, x_part378, y_part378, x_part379, y_part379, x_part380, y_part380, x_part381, y_part381, x_part382, y_part382, x_part383, y_part383, x_part384, y_part384, x_part385, y_part385, x_part386, y_part386, x_part387, y_part387, x_part388, y_part388, x_part389, y_part389, x_part390, y_part390, x_part391, y_part391, x_part392, y_part392, x_part393, y_part393, x_part394, y_part394, x_part395, y_part395, x_part396, y_part396, x_part397, y_part397, x_part398, y_part398, x_part399, y_part399, x_part400, y_part400, x_part401, y_part401, x_part402, y_part402, x_part403, y_part403, x_part404, y_part404, x_part405, y_part405, x_part406, y_part406, x_part407, y_part407, x_part408, y_part408, x_part409, y_part409, x_part410, y_part410, x_part411, y_part411, x_part412, y_part412, x_part413, y_part413, x_part414, y_part414, x_part415, y_part415, x_part416, y_part416, x_part417, y_part417, x_part418, y_part418, x_part419, y_part419, x_part420, y_part420, x_part421, y_part421, x_part422, y_part422, x_part423, y_part423, x_part424, y_part424, x_part425, y_part425, x_part426, y_part426, x_part427, y_part427, x_part428, y_part428, x_part429, y_part429, x_part430, y_part430, x_part431, y_part431, x_part432, y_part432, x_part433, y_part433, x_part434, y_part434, x_part435, y_part435, x_part436, y_part436, x_part437, y_part437, x_part438, y_part438, x_part439, y_part439, x_part440, y_part440, x_part441, y_part441, x_part442, y_part442, x_part443, y_part443, x_part444, y_part444, x_part445, y_part445, x_part446, y_part446, x_part447, y_part447, x_part448, y_part448, x_part449, y_part449, x_part450, y_part450, x_part451, y_part451, x_part452, y_part452, x_part453, y_part453, x_part454, y_part454, x_part455, y_part455, x_part456, y_part456, x_part457, y_part457, x_part458, y_part458, x_part459, y_part459, x_part460, y_part460, x_part461, y_part461, x_part462, y_part462, x_part463, y_part463, x_part464, y_part464, x_part465, y_part465, x_part466, y_part466, x_part467, y_part467, x_part468, y_part468, x_part469, y_part469, x_part470, y_part470, x_part471, y_part471, x_part472, y_part472, x_part473, y_part473, x_part474, y_part474, x_part475, y_part475, x_part476, y_part476, x_part477, y_part477, x_part478, y_part478, x_part479, y_part479, x_part480, y_part480, x_part481, y_part481, x_part482, y_part482, x_part483, y_part483, x_part484, y_part484, x_part485, y_part485, x_part486, y_part486, x_part487, y_part487, x_part488, y_part488, x_part489, y_part489, x_part490, y_part490, x_part491, y_part491, x_part492, y_part492, x_part493, y_part493, x_part494, y_part494, x_part495, y_part495, x_part496, y_part496, x_part497, y_part497, x_part498, y_part498, x_part499, y_part499, x_part500, y_part500
250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250,250
249.614,246.563,252.164,246.6,250.105,252.355,250.106,248.335,251.463,250.635,256.719,251.175,253.229,252.477,249.596,248.935,247.827,254.138,247.041,241.549,247.556,248.351,243.627,250.159,247.171,249.958,249.416,247.851,249.767,252.714,251.192,247.631,254.434,252.548,248.94,252.127,253.831,250.147,249.098,253.639,245.844,249.585,248.511,250.229,255.291,249.968,248.717,249.003,248.081,244.952,246.875,252.521,253.493,245.808,246.927,254.963,250.502,249.488,254.485,243.696,251.796,249.955,251.63,246.213,253.531,251.762,245.46,249.639,252.976,249.308,248.678,246.685,249.574,246.519,252.359,249.739,250.303,249.789,250.06,253.611,249.501,254.199,253.485,251.425,250.419,250.187,250.401,244.142,253.133,249.285,252.941,253.134,247.654,250.135,256.34,249.615,252.453,240.967,254.254,249.164,248.436,248.697,248.165,255.069,252.894,251.553,246.075,251.775,251.746,249.566,247.073,246.873,247.773,252.902,248.788,253.806,248.87,248.933,248.579,249.134,253.788,251.731,252.206,254.181,244.766,252.837,250.222,246.749,255.24,252.271,250.499,249.532,244.097,251.823,257.812,252.531,243.825,246.71,243.253,246.804,249.509,249.159,253.713,252.862,256.448,248.419,246.607,251.025,250.981,243.28,249.512,253.794,254.966,248.75,253.34,252.575,250.781,251.277,250.026,249.306,245.352,250.72,254.571,252.771,247.381,245.508,247.949,249.017,248.431,247.375,257.105,242.111,250.804,249.158,244.286,252.632,249.966,248.448,250.809,255.331,249.415,249.292,247.002,250.915,248.434,245.014,250.774,251.182,256.267,248.177,250.735,245.453,249.165,246.026,252.825,251.575,247.613,252.574,252.392,252.583,249.623,250.148,252.05,246.262,245.872,248.008,249.017,249.035,251.277,250.461,249.526,250.119,249.681,250.159,247.643,250.104,247.72,251.688,249.144,247.428,252.533,244.3,252.526,253.266,249.424,251.817,245.011,249.136,244.696,248.021,250.457,245.279,251.322,252.272,247.574,242.935,246.708,251.731,244.832,253.592,254.009,250.116,253.547,245.409,245.198,250.332,250.82,248.367,247.725,245.545,249.436,245.054,250.262,248.66,251.361,243.652,251.351,249.721,251.872,250.605,250.938,254.063,247.758,249.131,253.792,253.335,248.272,246.547,248.803,248.456,248.789,250.22,249.617,250.237,249.607,252.402,251.123,253.662,246.066,250.225,253.325,257.867,251.82,256.238,252.489,255.84,250.358,240.751,250.075,248.398,256.795,253.17,249.759,254.924,249.594,256.083,246.784,253.03,250.783,244.355,251.655,245.509,251.002,249.323,251.691,250.588,251.18,247.802,253.859,247.672,252.507,244.202,254.445,249.881,249.316,249.337,246.189,244.002,248.392,250.553,244.359,250.562,254.017,251.119,250.378,252.082,249.471,250.649,248.862,250.583,255.564,247.35,251.804,252.096,249.896,253.04,254.744,246.901,249.864,247.431,246.606,254.469,249.751,238.283,249.473,247.593,251.047,245.8,244.296,253.708,246.591,250.972,248.58,253.608,256.915,249.046,248.255,253.665,247.171,248.68,246.08,253.53,252.33,250.566,244.54,250.383,251.358,253.365,246.201,249.537,253.444,251.938,246.857,246.297,247.032,252.426,247.922,249.382,243.936,255.182,247.025,245.679,246.905,257.491,253.256,250.858,250.334,245.584,252.469,251.61,253.879,254.336,243.728,251.239,244.613,248.61,251.379,243.594,245.375,251.768,251.474,248.667,254.768,253.423,248.41,256.159,248.491,250.554,247.416,248.239,250.657,252.771,252.049,255.642,245.643,249.039,247.092,247.412,251.776,249.911,252.117,247.882,250.265,251.661,250.017,246.545,246.713,250.044,246.659,254.982,253.067,251.302,249.111,247.479,251.911,255.174,249.036,249.001,252.368,251.05,254.072,246.774,247.872,252.853,247.86,251.596,248.872,254.665,249.545,250.836,248.023,252.023,252.083,249.42,245.103,253.973,251.838,248.093,246.278,254.895,251.953,249.205,253.621,248.836,252.915,244.002,251.1,251.193,243.864,247.371,250.551,250.945,251.708,254.213,247.594,248.807,249.157,255.138,252.383,246.562,248.766,248.375,248.152,250.411,251.577,245.398,249.085,245.229,250.075,252.394,250.984,253.233,254.715,254.05,246.792,250.51,250.415,246.473,249.058,252.65,251.659,249.193,255.843,248.455,242.446,247.56,254.82,241.017,247.451,255.315,247.979,245.022,252.633,254.402,243.641,249.727,249.008,246.826,246.438,248.222,245.547,250.639,257.746,250.987,248.651,251.139,258.254,252.741,252.824,251.465,253.769,247.407,253.834,243.279,254.742,254.766,249.66,248.999,249.104,246.135,247.474,254.331,249.492,247.435,252.162,244.096,247.763,250.162,250.391,246.921,253.742,250.533,248.43,247.532,247.954,250.459,249.903,250.201,245.727,249.019,252.413,253.621,247.085,251.612,251.657,246.831,240.997,254.764,249.623,247.209,252.594,251.032,250.473,246.977,250.385,253.141,252.324,249.931,255.051,250.975,248.698,246.433,249.061,251.468,251.577,252.568,247.177,250.182,247.8,253.23,252.265,253.998,249.512,246.234,249.016,246.347,246.238,245.702,253.495,245.603,244.699,249.81,247.327,247.447,253.664,250.513,252.855,250.409,254.352,247.785,252.111,253.969,249.427,251.182,251.85,247.835,249.706,248.897,251.265,245.997,254.721,250.843,252.048,251.113,250,250.655,252.631,253.445,248.299,247.424,249.384,252.512,250.346,252.876,247.242,247.527,248.195,243.703,253.207,251.679,255.194,250.882,248.342,254.601,253.2,254.016,246.989,246.609,249.779,251.166,251.41,254.091,245.384,245.065,255.684,251.688,244.796,251.477,251.265,248.611,251.688,246.488,249.406,247.902,245.242,249.887,252.494,249.066,251.058,249.867,246.53,250.746,247.313,249.999,248.65,246.477,248.414,247.911,247.879,252.477,252.791,259.092,246.671,244.382,250.426,252.582,253.989,248.705,248.351,252.812,250.771,248.227,248.423,248.611,251.007,249.18,249.348,248.945,253.492,250.162,250.539,250.107,251.714,252.968,245.811,255.188,247.728,241.834,248.141,252.841,241.819,247.031,256.545,248.511,256.011,252.234,245.892,252.843,247.803,247.456,249.393,255.389,249.569,250.731,249.116,256.231,254,250.076,254.363,248.331,256.698,247.763,247.23,252.942,251.643,248.175,253.525,248.683,251.607,248.793,248.413,254.809,244.587,246.222,251.689,248.455,249.739,251.461,248.089,255.063,250.364,250.077,246.47,252.385,247.302,251.378,247.75,250.521,252.069,247.357,251.69,248.582,247.739,247.225,251.258,253.439,255.49,248.97,247.2,249.386,245.116,248.782,252.294,256.774,243.437,248.795,248.574,252.278,252.275,251.249,250.41,245.788,247.096,252.472,252.111,248.283,242.994,249.405,248.406,247.185,253.757,251.046,251.236,245.654,248.504,247.319,248.876,249.682,247.381,251.499,255.721,251.981,246.111,249.527,256.17,255.178,250.265,255.587,257.971,247.639,247.222,254.049,246.345,249.016,253.042,248.481,247.856,249.715,246.28,251.844,246.8,254.544,250.587,249.295,255.393,250.939,255.685,251.366,253.061,253.294,246.277,248.611,253.442,246.633,245.79,249.872,250.518,245.024,254.01,246.301,253.829,251.154,248.394,249.101,252.044,251.94,250.066,249.748,246.468,246.298,251.862,252.469,248.773,247.529,252.925,250.898,253.809,248.457,248.299,250.576,244.568,252.959,247.905,248.469,248.826,250.589,248.185,247.825,248.255,246.555,251.74,250.658,251.948,253.687,248.198,247.633,249.952,248.598,249.202,250.957,252.002,248.274,245.814,250.577,249.009,251.768,254.256,246.735,243.981,252.857,246.847,246.294,251.634,250.612,247.955,253.135,248.672,249.467,250.231,245.565,257.044,252.71,248.515,248.603,249.478,252.182,251.754,248.23,250.865,253.955,252.542,253.885,245.839,250.087,248.949,244.628,257.97,251.303,247.484,253.969,250.448,249.398,246.85,248.951,251.961,255.256,249.453,248.083,251.124,247.096,245.988,254.194,247.088,249.881,249.287,246.671,251.452,244.971,248.76,248.878,247.355,250.661,252.011,249.244,251.205,254.168,250.228,254.333,246.39,254.921,250.834,245.727,246.682,252.837,247.084,247.684,243.966,250.245,251.722,252.959,248.157,248.502,248.409,250.758,248.911,248.473,248.864,253.094,251.991,246.862,247.865,248.212,246.959,248.331,251.703,250.559,249.039,254.665,248.824,247.279,254.373,247.406,251.525,251.138,255.776,247.04,248.434,257.241,247.598,252.743,250.426,247.346,247.518,248.634,253.024,252.634,250.569,248.703,249.902,248.613
